S.No,Zone,Commissionerate,Division,Range,HSN Code,Chapter,No. of GSTNs_z1,Taxable value 24_25_z2,YoY growth_z3
785,DELHI,DELHI EAST,All Divisions,All Ranges,6501,65,,161568961.33000001,-3.8993E-2
786,DELHI,DELHI EAST,All Divisions,All Ranges,2508,25,,144564574.69,-0.68852999999999998
787,DELHI,DELHI EAST,All Divisions,All Ranges,8454,84,,62596913.210000023,-0.75114000000000003
788,DELHI,DELHI EAST,All Divisions,All Ranges,5909,59,,73689506.549999997,-0.17769499999999999
789,DELHI,DELHI EAST,All Divisions,All Ranges,3207,32,,53421794.280000009,-0.12618699999999999
790,DELHI,DELHI EAST,All Divisions,All Ranges,4420,44,,140418745.21000001,0.20585100000000001
791,DELHI,DELHI EAST,All Divisions,All Ranges,6913,69,,80677466.519999996,3.7359999999999997E-2
792,DELHI,DELHI EAST,All Divisions,All Ranges,8406,84,,159800827.27000001,1.943338
793,DELHI,DELHI EAST,All Divisions,All Ranges,5802,58,,84907220.910000026,5.3773169999999997
794,DELHI,DELHI EAST,All Divisions,All Ranges,7305,73,,70684420.900000021,-0.78910899999999995
795,DELHI,DELHI EAST,All Divisions,All Ranges,8608,86,,53430574.76000002,-0.53993400000000003
796,DELHI,DELHI EAST,All Divisions,All Ranges,3703,37,,52994987.480000012,-0.68354599999999999
797,DELHI,DELHI EAST,All Divisions,All Ranges,0999,99,,54694406.180000007,0.279891
798,DELHI,DELHI EAST,All Divisions,All Ranges,2901,29,,55946009.750000007,-8.7625999999999996E-2
799,DELHI,DELHI EAST,All Divisions,All Ranges,4813,48,,103668942.04000001,0.37631199999999998
800,DELHI,DELHI EAST,All Divisions,All Ranges,7506,75,,50189991.570000008,0.53110199999999996
801,DELHI,DELHI EAST,All Divisions,All Ranges,4402,44,,487332505.19000012,-0.47959099999999999
802,DELHI,DELHI EAST,All Divisions,All Ranges,2301,23,,217215653.19,-5.2032000000000002E-2
803,DELHI,DELHI EAST,All Divisions,All Ranges,7103,71,,1211987228.6099999,-0.14335999999999999
804,DELHI,DELHI EAST,All Divisions,All Ranges,0210,21,,66828721.860000007,-0.16147600000000001
805,DELHI,DELHI EAST,All Divisions,All Ranges,5606,56,,75148351.159999996,1.6537E-2
806,DELHI,DELHI EAST,All Divisions,All Ranges,5608,56,,158739747.94999999,0.43519999999999998
807,DELHI,DELHI EAST,All Divisions,All Ranges,1401,14,,174605533.0800001,0.41378500000000001
808,DELHI,DELHI EAST,All Divisions,All Ranges,1111,11,,56792777.140000001,2.362012
809,DELHI,DELHI EAST,All Divisions,All Ranges,0470,47,,172197777.13999999,12.999457
810,DELHI,DELHI EAST,All Divisions,All Ranges,2302,23,,1364940653.1199999,-0.59412100000000001
811,DELHI,DELHI EAST,All Divisions,All Ranges,0851,85,,47744285.929999992,-0.279665
812,DELHI,DELHI EAST,All Divisions,All Ranges,5811,58,,73183129.219999999,-9.2811000000000005E-2
813,DELHI,DELHI EAST,All Divisions,All Ranges,8103,81,,46279991.170000009,0.50048400000000004
814,DELHI,DELHI EAST,All Divisions,All Ranges,0203,20,,247821266.84999999,0.48744700000000002
815,DELHI,DELHI EAST,All Divisions,All Ranges,4413,44,,45923023.31000001,-4.3964000000000003E-2
816,DELHI,DELHI EAST,All Divisions,All Ranges,5906,59,,67442343.940000013,-0.16159599999999999
817,DELHI,DELHI EAST,All Divisions,All Ranges,1504,15,,58353104.420000017,8.8677000000000006E-2
818,DELHI,DELHI EAST,All Divisions,All Ranges,2818,28,,44385735.170000002,0.39501999999999998
819,DELHI,DELHI EAST,All Divisions,All Ranges,3202,32,,52521925.650000021,-5.6793999999999997E-2
820,DELHI,DELHI EAST,All Divisions,All Ranges,9007,90,,44632958.230000012,0.36115799999999998
821,DELHI,DELHI EAST,All Divisions,All Ranges,8707,87,,40758442.090000011,0.130722
822,DELHI,DELHI EAST,All Divisions,All Ranges,8407,84,,30487143.70000001,-0.16794300000000001
823,DELHI,DELHI EAST,All Divisions,All Ranges,2840,28,,44658381.140000008,0.72492999999999996
824,DELHI,DELHI EAST,All Divisions,All Ranges,6914,69,,45090509.180000007,-0.35950500000000002
825,DELHI,DELHI EAST,All Divisions,All Ranges,2325,23,,28864540.539999999,295.269972
826,DELHI,DELHI EAST,All Divisions,All Ranges,5604,56,,66833543.970000014,-0.261737
827,DELHI,DELHI EAST,All Divisions,All Ranges,8476,84,,42917432.180000007,-1.3864E-2
828,DELHI,DELHI EAST,All Divisions,All Ranges,0750,75,,42634550.000000007,140.855098
829,DELHI,DELHI EAST,All Divisions,All Ranges,7319,73,,44159574.050000012,-0.53490700000000002
830,DELHI,DELHI EAST,All Divisions,All Ranges,5111,51,,151250871.84999999,-0.18782299999999999
831,DELHI,DELHI EAST,All Divisions,All Ranges,9108,91,,43053825.640000008,8.7295999999999999E-2
832,DELHI,DELHI EAST,All Divisions,All Ranges,1510,15,,149857385.47999999,9.3827999999999995E-2
833,DELHI,DELHI EAST,All Divisions,All Ranges,5471,54,,41965889.230000012,237.920828
834,DELHI,DELHI EAST,All Divisions,All Ranges,0204,20,,579419306.69000006,-9.0259999999999993E-3
835,DELHI,DELHI EAST,All Divisions,All Ranges,1203,12,,147056464.93000001,8.2410000000000001E-3
836,DELHI,DELHI EAST,All Divisions,All Ranges,2830,28,,54146280.530000009,0.146063
837,DELHI,DELHI EAST,All Divisions,All Ranges,9016,90,,43137814.160000011,-0.36907200000000001
838,DELHI,DELHI EAST,All Divisions,All Ranges,0870,87,,28073420.399999999,-0.743506
839,DELHI,DELHI EAST,All Divisions,All Ranges,8457,84,,47725184.030000009,9.0551000000000006E-2
840,DELHI,DELHI EAST,All Divisions,All Ranges,0441,44,,40075774.960000008,2.2940740000000002
841,DELHI,DELHI EAST,All Divisions,All Ranges,1103,11,,318489894.63,0.162213
842,DELHI,DELHI EAST,All Divisions,All Ranges,4905,49,,74282719.339999974,-0.221304
843,DELHI,DELHI EAST,All Divisions,All Ranges,9204,92,,43353377.780000009,11.975664999999999
844,DELHI,DELHI EAST,All Divisions,All Ranges,8201,82,,62719984.750000022,0.69595700000000005
845,DELHI,DELHI EAST,All Divisions,All Ranges,5809,58,,127146018.13,-3.0426999999999999E-2
846,DELHI,DELHI EAST,All Divisions,All Ranges,8446,84,,39493898.960000008,-0.68562999999999996
847,DELHI,DELHI EAST,All Divisions,All Ranges,8801,88,,38516099.030000009,-0.13386000000000001
848,DELHI,DELHI EAST,All Divisions,All Ranges,7008,70,,39824196.670000009,-0.42849300000000001
849,DELHI,DELHI EAST,All Divisions,All Ranges,5902,59,,57355025.5,2.4137719999999998
850,DELHI,DELHI EAST,All Divisions,All Ranges,0603,60,,616328520.19000006,0.66455699999999995
851,DELHI,DELHI EAST,All Divisions,All Ranges,9508,95,,37103979.45000001,-0.117466
852,DELHI,DELHI EAST,All Divisions,All Ranges,2810,28,,36750156.920000002,0.71949399999999997
853,DELHI,DELHI EAST,All Divisions,All Ranges,0304,30,,1015254388.04,-0.40556599999999998
854,DELHI,DELHI EAST,All Divisions,All Ranges,8905,89,,100325892.93000001,1.8952180000000001
855,DELHI,DELHI EAST,All Divisions,All Ranges,7115,71,,204791239.50000009,2.7748849999999998
856,DELHI,DELHI EAST,All Divisions,All Ranges,2844,28,,35440051.38000001,0.16321099999999999
857,DELHI,DELHI EAST,All Divisions,All Ranges,0306,30,,163959059.75,-0.15903200000000001
858,DELHI,DELHI EAST,All Divisions,All Ranges,6507,65,,39554925.13000001,-0.44453399999999998
859,DELHI,DELHI EAST,All Divisions,All Ranges,7804,78,,35698192.850000001,0.91559599999999997
860,DELHI,DELHI EAST,All Divisions,All Ranges,2806,28,,34957236.640000001,-0.32187399999999999
861,DELHI,DELHI EAST,All Divisions,All Ranges,8304,83,,34984106.68999999,-0.174598
862,DELHI,DELHI EAST,All Divisions,All Ranges,2526,25,,121435183.66,-1.4163E-2
863,DELHI,DELHI EAST,All Divisions,All Ranges,0520,52,,79449429.129999995,3.5161359999999999
864,DELHI,DELHI EAST,All Divisions,All Ranges,7003,70,,33608079.140000001,-0.71161799999999997
865,DELHI,DELHI EAST,All Divisions,All Ranges,8485,84,,32810921.190000001,-0.55485499999999999
866,DELHI,DELHI EAST,All Divisions,All Ranges,5609,56,,77562515.120000005,0.157942
867,DELHI,DELHI EAST,All Divisions,All Ranges,3819,38,,32386809.43,6.2696000000000002E-2
868,DELHI,DELHI EAST,All Divisions,All Ranges,7603,76,,32356908.440000001,1.064621
869,DELHI,DELHI EAST,All Divisions,All Ranges,4404,44,,34938663.520000011,-0.65126600000000001
870,DELHI,DELHI EAST,All Divisions,All Ranges,1521,15,,33241754.140000001,8.0191999999999999E-2
871,DELHI,DELHI EAST,All Divisions,All Ranges,2006,20,,51658642.050000012,0.24978
872,DELHI,DELHI EAST,All Divisions,All Ranges,3205,32,,32875425.859999999,-0.33904499999999999
873,DELHI,DELHI EAST,All Divisions,All Ranges,9585,95,,31709231.23,2.3578999999999999E-2
874,DELHI,DELHI EAST,All Divisions,All Ranges,2522,25,,69691749.490000024,-0.36408200000000002
875,DELHI,DELHI EAST,All Divisions,All Ranges,1409,14,,20216888.77,0.73496899999999998
876,DELHI,DELHI EAST,All Divisions,All Ranges,4812,48,,35245211.369999997,0.93373600000000001
877,DELHI,DELHI EAST,All Divisions,All Ranges,3201,32,,39192298.370000012,-0.23608399999999999
878,DELHI,DELHI EAST,All Divisions,All Ranges,1008,10,,871315358.89999986,-0.14918100000000001
879,DELHI,DELHI EAST,All Divisions,All Ranges,7612,76,,33006184.73,-0.49718499999999999
880,DELHI,DELHI EAST,All Divisions,All Ranges,1518,15,,64827605.879999988,-0.25835599999999997
881,DELHI,DELHI EAST,All Divisions,All Ranges,3702,37,,30055369.449999992,-0.64012999999999998
882,DELHI,DELHI EAST,All Divisions,All Ranges,0730,73,,29991435.48,0.65364900000000004
883,DELHI,DELHI EAST,All Divisions,All Ranges,2208,22,,5202405808.7299986,-0.14149300000000001
884,DELHI,DELHI EAST,All Divisions,All Ranges,3211,32,,29432135.800000008,-5.2167999999999999E-2
885,DELHI,DELHI EAST,All Divisions,All Ranges,4602,46,,103486292.65000001,-1.1509E-2
886,DELHI,DELHI EAST,All Divisions,All Ranges,8724,87,,19216126.109999999,161.84852599999999
887,DELHI,DELHI EAST,All Divisions,All Ranges,7205,72,,29549556.04000001,-0.67831300000000005
888,DELHI,DELHI EAST,All Divisions,All Ranges,5501,55,,30954355.5,0.95465500000000003
889,DELHI,DELHI EAST,All Divisions,All Ranges,9805,98,,29561388.980000012,4.3677089999999996
890,DELHI,DELHI EAST,All Divisions,All Ranges,8434,84,,31098901.110000011,-0.21457699999999999
891,DELHI,DELHI EAST,All Divisions,All Ranges,4205,42,,37040107.120000012,-0.19692899999999999
892,DELHI,DELHI EAST,All Divisions,All Ranges,2929,29,,28926109.890000001,-0.256137
893,DELHI,DELHI EAST,All Divisions,All Ranges,9702,97,,47554181.74000001,1.455203
894,DELHI,DELHI EAST,All Divisions,All Ranges,3825,38,,59269440.559999987,2.0115059999999998
895,DELHI,DELHI EAST,All Divisions,All Ranges,8420,84,,29405380.24000001,-0.107187
896,DELHI,DELHI EAST,All Divisions,All Ranges,4303,43,,43419891.390000008,0.47916999999999998
897,DELHI,DELHI EAST,All Divisions,All Ranges,0811,81,,103598461.62,4.8370999999999997E-2
898,DELHI,DELHI EAST,All Divisions,All Ranges,0997,99,,28048359.819999989,-0.62807400000000002
899,DELHI,DELHI EAST,All Divisions,All Ranges,0404,40,,64174355.730000019,-0.73145300000000002
900,DELHI,DELHI EAST,All Divisions,All Ranges,0340,34,,27854804.02,0.58363900000000002
901,DELHI,DELHI EAST,All Divisions,All Ranges,5514,55,,98873288.069999993,1.7722000000000002E-2
902,DELHI,DELHI EAST,All Divisions,All Ranges,4017,40,,31155233.350000001,0.32576100000000002
903,DELHI,DELHI EAST,All Divisions,All Ranges,4101,41,,95800548.389999986,6.3968999999999998E-2
904,DELHI,DELHI EAST,All Divisions,All Ranges,2853,28,,32982905.27,-9.2789999999999997E-2
905,DELHI,DELHI EAST,All Divisions,All Ranges,5310,53,,93355791.440000027,-0.39247199999999999
906,DELHI,DELHI EAST,All Divisions,All Ranges,0857,85,,26492260.48,43.064193000000003
907,DELHI,DELHI EAST,All Divisions,All Ranges,3105,31,,50249770.000000007,-0.331206
908,DELHI,DELHI EAST,All Divisions,All Ranges,9306,93,,26061365.379999999,2.1294710000000001
909,DELHI,DELHI EAST,All Divisions,All Ranges,6003,60,,92803180.650000006,-0.25152000000000002
910,DELHI,DELHI EAST,All Divisions,All Ranges,3913,39,,25912024.140000001,-0.85507500000000003
911,DELHI,DELHI EAST,All Divisions,All Ranges,7224,72,,25969095.65000001,-0.54627199999999998
912,DELHI,DELHI EAST,All Divisions,All Ranges,3606,36,,23703537.520000011,-7.0297999999999999E-2
913,DELHI,DELHI EAST,All Divisions,All Ranges,1604,16,,37402937.610000007,-0.120543
914,DELHI,DELHI EAST,All Divisions,All Ranges,8358,83,,25200636.350000001,0.21260599999999999
915,DELHI,DELHI EAST,All Divisions,All Ranges,9605,96,,19769193.890000001,-2.8691999999999999E-2
916,DELHI,DELHI EAST,All Divisions,All Ranges,2939,29,,24920479.420000002,0.51873400000000003
917,DELHI,DELHI EAST,All Divisions,All Ranges,2802,28,,24578209.350000001,-0.199908
918,DELHI,DELHI EAST,All Divisions,All Ranges,9706,97,,36581183.870000012,9.1456999999999997E-2
919,DELHI,DELHI EAST,All Divisions,All Ranges,3101,31,,75224501.010000005,0.60869399999999996
920,DELHI,DELHI EAST,All Divisions,All Ranges,0995,99,,25443517.550000001,-0.39945399999999998
921,DELHI,DELHI EAST,All Divisions,All Ranges,2935,29,,24434894.75,0.45940999999999999
922,DELHI,DELHI EAST,All Divisions,All Ranges,0960,96,,26693585.45000001,0.45935199999999998
923,DELHI,DELHI EAST,All Divisions,All Ranges,7903,79,,23719473.75,-0.31286000000000003
924,DELHI,DELHI EAST,All Divisions,All Ranges,3501,35,,23931018.329999998,2.1353369999999998
925,DELHI,DELHI EAST,All Divisions,All Ranges,2825,28,,23398536.300000001,-7.9749E-2
926,DELHI,DELHI EAST,All Divisions,All Ranges,4601,46,,84934742.760000005,3.1737000000000001E-2
927,DELHI,DELHI EAST,All Divisions,All Ranges,9604,96,,36762361.480000012,-0.342783
928,DELHI,DELHI EAST,All Divisions,All Ranges,4906,49,,27522942.500000011,-5.0209999999999998E-2
929,DELHI,DELHI EAST,All Divisions,All Ranges,8709,87,,25238298.330000009,-0.50996399999999997
930,DELHI,DELHI EAST,All Divisions,All Ranges,8013,80,,79275787.020000026,8.9856000000000005E-2
931,DELHI,DELHI EAST,All Divisions,All Ranges,0620,62,,66514133.829999998,-0.56203400000000003
932,DELHI,DELHI EAST,All Divisions,All Ranges,9611,96,,25136790.989999998,-0.33920400000000001
933,DELHI,DELHI EAST,All Divisions,All Ranges,3503,35,,21707159.530000001,-0.39159899999999997
934,DELHI,DELHI EAST,All Divisions,All Ranges,0300,30,,58689990.729999997,0.53046199999999999
935,DELHI,DELHI EAST,All Divisions,All Ranges,0861,86,,21317935.120000001,14364.185390000001
936,DELHI,DELHI EAST,All Divisions,All Ranges,5107,51,,78118423.519999996,0.1099
937,DELHI,DELHI EAST,All Divisions,All Ranges,0391,39,,20949104.140000001,9.0707999999999997E-2
938,DELHI,DELHI EAST,All Divisions,All Ranges,0820,82,,20877438.82,0.79058399999999995
939,DELHI,DELHI EAST,All Divisions,All Ranges,1803,18,,72813386.530000001,-0.364562
940,DELHI,DELHI EAST,All Divisions,All Ranges,2821,28,,20740785.670000002,-0.43669999999999998
941,DELHI,DELHI EAST,All Divisions,All Ranges,9201,92,,24825181.800000008,-0.46214899999999998
942,DELHI,DELHI EAST,All Divisions,All Ranges,9302,93,,15168986.26,0.92268600000000001
943,DELHI,DELHI EAST,All Divisions,All Ranges,0400,40,,52993375.750000007,36.855167000000002
944,DELHI,DELHI EAST,All Divisions,All Ranges,2829,28,,19938140.760000002,0.92166999999999999
945,DELHI,DELHI EAST,All Divisions,All Ranges,3203,32,,21094976.739999998,-0.36027399999999998
946,DELHI,DELHI EAST,All Divisions,All Ranges,2831,28,,19373100.890000001,-8.0798999999999996E-2
947,DELHI,DELHI EAST,All Divisions,All Ranges,5500,55,,19196017.620000001,7197.5246029999998
948,DELHI,DELHI EAST,All Divisions,All Ranges,8411,84,,19130025.120000001,-5.3774000000000002E-2
949,DELHI,DELHI EAST,All Divisions,All Ranges,2805,28,,20207445.109999999,0.31950000000000001
950,DELHI,DELHI EAST,All Divisions,All Ranges,0190,19,,24617026.520000011,-5.5728E-2
951,DELHI,DELHI EAST,All Divisions,All Ranges,2506,25,,272712741.08999997,0.153752
952,DELHI,DELHI EAST,All Divisions,All Ranges,7015,70,,20066858.350000001,0.12059300000000001
953,DELHI,DELHI EAST,All Divisions,All Ranges,7104,71,,651545093.61000001,2.301663
954,DELHI,DELHI EAST,All Divisions,All Ranges,3504,35,,56364114.479999997,-0.416103
955,DELHI,DELHI EAST,All Divisions,All Ranges,4908,49,,20121954.75,-0.59204800000000002
956,DELHI,DELHI EAST,All Divisions,All Ranges,0906,90,,65252284.210000001,-0.124898
957,DELHI,DELHI EAST,All Divisions,All Ranges,0841,84,,16784228.66,-0.52099600000000001
958,DELHI,DELHI EAST,All Divisions,All Ranges,7112,71,,87529260.839999974,7.9686999999999994E-2
959,DELHI,DELHI EAST,All Divisions,All Ranges,7110,71,,106391430.59999999,6.6604270000000003
960,DELHI,DELHI EAST,All Divisions,All Ranges,7609,76,,17812120.149999999,-0.48020600000000002
961,DELHI,DELHI EAST,All Divisions,All Ranges,2530,25,,59849071.600000009,-0.57779100000000005
962,DELHI,DELHI EAST,All Divisions,All Ranges,8804,88,,17575843.510000002,0.13648099999999999
963,DELHI,DELHI EAST,All Divisions,All Ranges,2843,28,,18764461.649999999,-0.43187599999999998
964,DELHI,DELHI EAST,All Divisions,All Ranges,2813,28,,16971190.280000001,1.794492
965,DELHI,DELHI EAST,All Divisions,All Ranges,8326,83,,16719992.720000001,456.44307500000002
966,DELHI,DELHI EAST,All Divisions,All Ranges,1001,10,,7901474446.3599977,0.72901499999999997
967,DELHI,DELHI EAST,All Divisions,All Ranges,5044,50,,57294149.000000007,1.433751
968,DELHI,DELHI EAST,All Divisions,All Ranges,8210,82,,16079310.34,0.15870799999999999
969,DELHI,DELHI EAST,All Divisions,All Ranges,4006,40,,15266832.060000001,0.93606599999999995
970,DELHI,DELHI EAST,All Divisions,All Ranges,8401,84,,16179485.720000001,8.4166000000000005E-2
971,DELHI,DELHI EAST,All Divisions,All Ranges,2832,28,,15627405.32,-0.71487999999999996
972,DELHI,DELHI EAST,All Divisions,All Ranges,4903,49,,283202939.19999999,5.7759999999999999E-3
973,DELHI,DELHI EAST,All Divisions,All Ranges,7405,74,,16022050.199999999,-0.57742599999999999
974,DELHI,DELHI EAST,All Divisions,All Ranges,3817,38,,16517942.369999999,-0.481576
975,DELHI,DELHI EAST,All Divisions,All Ranges,0610,61,,33088551.07,-169.878728
976,DELHI,DELHI EAST,All Divisions,All Ranges,0018,18,,15710384.859999999,12.005881
977,DELHI,DELHI EAST,All Divisions,All Ranges,2533,25,,9902214.5700000003,-0.413524
978,DELHI,DELHI EAST,All Divisions,All Ranges,0853,85,,16699823.109999999,1.4868920000000001
979,DELHI,DELHI EAST,All Divisions,All Ranges,0408,40,,124266658.22,0.276999
980,DELHI,DELHI EAST,All Divisions,All Ranges,3104,31,,15214549.390000001,-0.75041199999999997
981,DELHI,DELHI EAST,All Divisions,All Ranges,9208,92,,15381447.65,-5.1659999999999998E-2
982,DELHI,DELHI EAST,All Divisions,All Ranges,2940,29,,14983388.960000001,-0.50199499999999997
983,DELHI,DELHI EAST,All Divisions,All Ranges,9107,91,,15740756.82,-0.59867099999999995
984,DELHI,DELHI EAST,All Divisions,All Ranges,4059,40,,22257036.73,0.68257500000000004
985,DELHI,DELHI EAST,All Divisions,All Ranges,3320,33,,14448944.869999999,317.83759099999997
986,DELHI,DELHI EAST,All Divisions,All Ranges,4919,49,,17223302.48,-0.35855599999999999
987,DELHI,DELHI EAST,All Divisions,All Ranges,5905,59,,20715798.850000001,1.335E-3
988,DELHI,DELHI EAST,All Divisions,All Ranges,8403,84,,14435260.130000001,-0.48175800000000002
989,DELHI,DELHI EAST,All Divisions,All Ranges,9099,90,,20512227.969999999,-0.252081
990,DELHI,DELHI EAST,All Divisions,All Ranges,0812,81,,60635212.689999998,0.15229999999999999
991,DELHI,DELHI EAST,All Divisions,All Ranges,0110,11,,91157047.699999973,0.49083100000000002
992,DELHI,DELHI EAST,All Divisions,All Ranges,5507,55,,24907239.57,0.181394
993,DELHI,DELHI EAST,All Divisions,All Ranges,9301,93,,13006943.6,1.275048
994,DELHI,DELHI EAST,All Divisions,All Ranges,2927,29,,13604322.32,0.14144000000000001
995,DELHI,DELHI EAST,All Divisions,All Ranges,6654,66,,13439340,638.968571
996,DELHI,DELHI EAST,All Divisions,All Ranges,1199,11,,13362366.689999999,56347.008306999996
997,DELHI,DELHI EAST,All Divisions,All Ranges,0200,20,,10442451.460000001,-0.43801200000000001
998,DELHI,DELHI EAST,All Divisions,All Ranges,6602,66,,28712426.760000002,-0.650065
999,DELHI,DELHI EAST,All Divisions,All Ranges,5504,55,,13526883.699999999,-0.43392799999999998
1000,DELHI,DELHI EAST,All Divisions,All Ranges,0330,33,,14035816.699999999,-0.35763
1001,DELHI,DELHI EAST,All Divisions,All Ranges,2834,28,,13247286.83,-0.37765199999999999
1002,DELHI,DELHI EAST,All Divisions,All Ranges,0728,72,,13025351.09,-
1003,DELHI,DELHI EAST,All Divisions,All Ranges,1105,11,,60938955.76000002,0.66427000000000003
1004,DELHI,DELHI EAST,All Divisions,All Ranges,9199,91,,12977402.84,49.909605999999997
1005,DELHI,DELHI EAST,All Divisions,All Ranges,4405,44,,19218945.079999998,0.58588099999999999
1006,DELHI,DELHI EAST,All Divisions,All Ranges,4400,44,,13781633.5,-0.58587599999999995
1007,DELHI,DELHI EAST,All Divisions,All Ranges,6012,60,,45068622.470000014,9.8964999999999997E-2
1008,DELHI,DELHI EAST,All Divisions,All Ranges,9205,92,,16899984.469999999,-0.218639
1009,DELHI,DELHI EAST,All Divisions,All Ranges,0240,24,,6384001.2600000016,10.590178999999999
1010,DELHI,DELHI EAST,All Divisions,All Ranges,6504,65,,16785871.170000002,-8.4237999999999993E-2
1011,DELHI,DELHI EAST,All Divisions,All Ranges,7241,72,,12681774,5.0836389999999998
1012,DELHI,DELHI EAST,All Divisions,All Ranges,1208,12,,46484347.200000003,2.7713000000000002E-2
1013,DELHI,DELHI EAST,All Divisions,All Ranges,7105,71,,45048275.680000022,0.67885099999999998
1014,DELHI,DELHI EAST,All Divisions,All Ranges,3804,38,,12568464.68,-0.42138199999999998
1015,DELHI,DELHI EAST,All Divisions,All Ranges,9601,96,,42607894.45000001,-0.33027600000000001
1016,DELHI,DELHI EAST,All Divisions,All Ranges,1005,10,,4293701065.8899999,0.92064699999999999
1017,DELHI,DELHI EAST,All Divisions,All Ranges,5506,55,,14092585.99,1.2409049999999999
1018,DELHI,DELHI EAST,All Divisions,All Ranges,0305,30,,61712438.710000008,-0.50941899999999996
1019,DELHI,DELHI EAST,All Divisions,All Ranges,8907,89,,38767538.650000013,28.009112999999999
1020,DELHI,DELHI EAST,All Divisions,All Ranges,6502,65,,32388165.34,-0.28692800000000002
1021,DELHI,DELHI EAST,All Divisions,All Ranges,2920,29,,11876304.92,0.97401899999999997
1022,DELHI,DELHI EAST,All Divisions,All Ranges,2910,29,,11658323.390000001,-0.57732499999999998
1023,DELHI,DELHI EAST,All Divisions,All Ranges,8803,88,,206420355.58000001,3.7323580000000001
1024,DELHI,DELHI EAST,All Divisions,All Ranges,8906,89,,40840455.280000009,4.6596830000000002
1025,DELHI,DELHI EAST,All Divisions,All Ranges,0491,49,,11771606.5,0.81775399999999998
1026,DELHI,DELHI EAST,All Divisions,All Ranges,0440,44,,12543525.369999999,-0.50037799999999999
1027,DELHI,DELHI EAST,All Divisions,All Ranges,2850,28,,11324726.640000001,30.594965999999999
1028,DELHI,DELHI EAST,All Divisions,All Ranges,0508,50,,40494343.07,0.404775
1029,DELHI,DELHI EAST,All Divisions,All Ranges,0303,30,,43430666.460000008,0.44277499999999997
1030,DELHI,DELHI EAST,All Divisions,All Ranges,8478,84,,11204144.789999999,-0.69369400000000003
1031,DELHI,DELHI EAST,All Divisions,All Ranges,6814,68,,11199899.25,0.107144
1032,DELHI,DELHI EAST,All Divisions,All Ranges,0600,60,,39765345.450000003,0.167236
1033,DELHI,DELHI EAST,All Divisions,All Ranges,2503,25,,38974021.470000014,1.9808460000000001
1034,DELHI,DELHI EAST,All Divisions,All Ranges,0993,99,,10963900,2.9591509999999999
1035,DELHI,DELHI EAST,All Divisions,All Ranges,2501,25,,957438442.24999976,-0.135797
1036,DELHI,DELHI EAST,All Divisions,All Ranges,9110,91,,15401358.880000001,1.971584
1037,DELHI,DELHI EAST,All Divisions,All Ranges,0961,96,,15475350.66,4.4498000000000003E-2
1038,DELHI,DELHI EAST,All Divisions,All Ranges,6909,69,,11550224.15,6.2049E-2
1039,DELHI,DELHI EAST,All Divisions,All Ranges,2708,27,,10615133.189999999,5.5465179999999998
1040,DELHI,DELHI EAST,All Divisions,All Ranges,1605,16,,13381805.01,1.401853
1041,DELHI,DELHI EAST,All Divisions,All Ranges,4701,47,,35474299.56000001,3.5587740000000001
1042,DELHI,DELHI EAST,All Divisions,All Ranges,8352,83,,10397107.66,6.7868139999999997
1043,DELHI,DELHI EAST,All Divisions,All Ranges,5511,55,,16782889.829999998,-0.38778000000000001
1044,DELHI,DELHI EAST,All Divisions,All Ranges,2702,27,,14864931.82,0.52503200000000005
1045,DELHI,DELHI EAST,All Divisions,All Ranges,1804,18,,10669880.4,-0.74110799999999999
1046,DELHI,DELHI EAST,All Divisions,All Ranges,0180,18,,10157787.1,1.404412
1047,DELHI,DELHI EAST,All Divisions,All Ranges,0444,44,,10111926,232.87059300000001
1048,DELHI,DELHI EAST,All Divisions,All Ranges,7200,72,,35018808.850000001,0.23418600000000001
1049,DELHI,DELHI EAST,All Divisions,All Ranges,0711,71,,74126608.919999987,-0.50361999999999996
1050,DELHI,DELHI EAST,All Divisions,All Ranges,1003,10,,52397573.610000007,-0.542601
1051,DELHI,DELHI EAST,All Divisions,All Ranges,1206,12,,31168464.99000001,1.8432E-2
1052,DELHI,DELHI EAST,All Divisions,All Ranges,2824,28,,9529114.9500000011,1.2180759999999999
1053,DELHI,DELHI EAST,All Divisions,All Ranges,4051,40,,14204080.25,0.57325099999999996
1054,DELHI,DELHI EAST,All Divisions,All Ranges,7381,73,,9409413,221.306532
1055,DELHI,DELHI EAST,All Divisions,All Ranges,9109,91,,26779086.09,-0.42596200000000001
1056,DELHI,DELHI EAST,All Divisions,All Ranges,5406,54,,18678405.57,-0.20507700000000001
1057,DELHI,DELHI EAST,All Divisions,All Ranges,1903,19,,31992021.569999989,5.9069999999999998E-2
1058,DELHI,DELHI EAST,All Divisions,All Ranges,2826,28,,9194905.9900000002,-0.59768500000000002
1059,DELHI,DELHI EAST,All Divisions,All Ranges,0690,69,,9273658.5399999991,-0.136961
1060,DELHI,DELHI EAST,All Divisions,All Ranges,0844,84,,9250778.0899999999,-0.61926800000000004
1061,DELHI,DELHI EAST,All Divisions,All Ranges,5908,59,,21237183.949999999,-0.33624399999999999
1062,DELHI,DELHI EAST,All Divisions,All Ranges,0748,74,,9044303.7300000004,280.84936399999998
1063,DELHI,DELHI EAST,All Divisions,All Ranges,9090,90,,10083189.98,0.47026000000000001
1064,DELHI,DELHI EAST,All Divisions,All Ranges,8021,80,,14794717.52,-0.346385
